OBJECTID,Status,Address,YearBuilt,BuildingName,ArchitecturalStyle,DesignationPart,HeritageConservationDistrict,ByLaw,ShapeSTArea,ShapeSTLength
10387,Designated Heritage Property,31 Euclid Ave, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,564.67104512,100.943079025833
10388,Designated Heritage Property,33 Euclid Ave, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,582.2496134,100.554811166444
10389,Designated Heritage Property,47 Euclid Ave, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,187.18352696,63.6334471257174
10390,Designated Heritage Property,37 Euclid Ave, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,279.4020364,79.7323580725254
10391,Designated Heritage Property,43 Euclid Ave, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,218.51072616,71.308922362182
10392,Designated Heritage Property,41 Euclid Ave, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,295.8150935,78.1271319289518
10393,Designated Heritage Property,39 Euclid Ave, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,270.49864228,77.7867775925796
10394,Designated Heritage Property,45 Euclid Ave, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,265.25199364,72.0194272934135
10395,Designated Heritage Property,51 Euclid Ave, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,183.23798864,59.224752540536
10396,Designated Heritage Property,49 Euclid Ave, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,217.56841532,64.3132500104991
10397,Designated Heritage Property,57 Euclid Ave, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,181.97271818,62.2294945170482
10398,Designated Heritage Property,59 Euclid Ave, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,156.23669508,58.6527930781562
10399,Designated Heritage Property,55 Euclid Ave, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,244.71467424,66.4483601899409
10400,Designated Heritage Property,56 Byron Ave E, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,298.02558464,73.3152606059956
10401,Designated Heritage Property,54 Byron Ave E, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,265.49125424,71.1503563875825
10402,Designated Heritage Property,46 Byron Ave E, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,534.34149432,95.2427855958331
10403,Designated Heritage Property,2 Birch St, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,242.59420506,63.1222171248644
10404,Designated Heritage Property,64 Byron Ave E, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,412.8861328,86.0099900211792
10405,Designated Heritage Property,76 Byron Ave E, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,250.31438824,71.8951120709289
10406,Designated Heritage Property,80 Byron Ave E, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,390.03980704,85.0166413285281
10407,Designated Heritage Property,84 Byron Ave E, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,371.23121592,85.3389660548479
10408,Designated Heritage Property,82 Byron Ave E, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,463.998602,91.3884649682202
10409,Designated Heritage Property,74 Byron Ave E, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,351.15178952,107.438895568365
10410,Designated Heritage Property,87 Euclid Ave, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,171.46883324,53.0701125783272
10411,Designated Heritage Property,81 Euclid Ave, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,184.1647257,57.8875966361215
10412,Designated Heritage Property,83 Euclid Ave, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,224.5677477,60.3171540050826
10413,Designated Heritage Property,85 Euclid Ave, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,225.0991786,60.0206280611435
10414,Designated Heritage Property,109 Wortley Rd, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,358.81606666,85.3591188366028
10415,Designated Heritage Property,111 Wortley Rd, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,614.57489728,111.042469832752
10416,Designated Heritage Property,107 Euclid Ave, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,456.99659404,108.761020441126
10417,Designated Heritage Property,14 Craig St, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,317.86666088,80.9447167608425
10418,Designated Heritage Property,51 Ridout St S, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,455.27190688,90.2404395333954
10419,Designated Heritage Property,53 Ridout St S, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,413.8640229,87.5640612988121
10420,Designated Heritage Property,33 Craig St, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,1352.120172,176.767656276979
10421,Designated Heritage Property,29 Craig St, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,1252.05057616,159.806074296424
10422,Designated Heritage Property,31 Craig St, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,1252.37679728,166.694743506241
10423,Designated Heritage Property,17 Craig St, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,989.83771328,175.44061974855
10424,Designated Heritage Property,23 Craig St, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,570.69949872,118.241887312914
10425,Designated Heritage Property,25 Craig St, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,732.91344112,129.929085339298
10426,Designated Heritage Property,27 Craig St, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,685.91681472,133.190620412728
10427,Designated Heritage Property,45 Ridout St S, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,557.40729664,114.844099314825
10428,Designated Heritage Property,43 Ridout St S, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,529.95247928,111.634376110791
10429,Designated Heritage Property,11 Ingleside Pl, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,283.84757896,81.9824463105583
10430,Designated Heritage Property,17 Ingleside Pl, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,292.8634964,82.6387729243773
10431,Designated Heritage Property,15 Ingleside Pl, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,294.614784,82.7848093190651
10432,Designated Heritage Property,2 Ingleside Pl, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,794.01094896,137.51371894633
10433,Designated Heritage Property,1 Ingleside Pl, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,332.74453576,84.412740888602
10434,Designated Heritage Property,5 Ingleside Pl, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,305.58033648,92.5802896444374
10435,Designated Heritage Property,3 Ingleside Pl, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,309.24811392,87.9984395526459
10436,Designated Heritage Property,7-7/ Ingleside Pl, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,433.19778128,104.444318870782
10437,Designated Heritage Property,9 Ingleside Pl, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,546.54293624,116.415704979758
10438,Designated Heritage Property,4 Ingleside Pl, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,455.5456283,103.266318704902
10439,Designated Heritage Property,8 Ingleside Pl, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,522.20923984,102.866701129881
10440,Designated Heritage Property,6 Ingleside Pl, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,417.4923929,99.0543768915412
10441,Designated Heritage Property,116 Wortley Rd, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,1518.3113978,227.912202941115
10442,Designated Heritage Property,114/ Wortley Rd, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,470.33897798,100.090105951268
10443,Designated Heritage Property,110 Wortley Rd, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,474.93543454,99.3673369643719
10444,Designated Heritage Property,106 Wortley Rd, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,389.49220794,88.4139203374617
10445,Designated Heritage Property,100 Wortley Rd, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,647.7533983,107.193721790134
10446,Designated Heritage Property,104 Wortley Rd, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,214.3262908,82.5595494712767
10447,Designated Heritage Property,"150 Chelsea Ave, 109 Greenside Ave", , , ,IV, ,LSP318193,361609.3571456,3183.55069226771
10448,Designated Heritage Property,39 Victor St, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,1298.62724406,195.160888617399
10449,Designated Heritage Property,65 Victor St, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,5949.86415078,373.103446429873
10450,Designated Heritage Property,, , , ,V,Downtown Heritage Conservation District,LSP3419124,279.34163288,80.4742731979609
10451,Designated Heritage Property,, , , ,V,Downtown Heritage Conservation District,LSP3419124,277.99552704,80.3982017348639
10452,Designated Heritage Property,, , , ,V,Downtown Heritage Conservation District,LSP3419124,2834.39690914,308.702147604931
10453,Designated Heritage Property,, , , ,V,Downtown Heritage Conservation District,LSP3419124,985.57716196,159.296778854549
10454,Designated Heritage Property,, , , ,V,Downtown Heritage Conservation District,LSP3419124,53.35281696,41.0876981426391
10455,Designated Heritage Property,, , , ,V,Downtown Heritage Conservation District,LSP3419124,2338.97470372,219.609589672557
10456,Designated Heritage Property,Easement, , , ,V,Downtown Heritage Conservation District,LSP3419124,352.77310415,187.634953059947
10457,Designated Heritage Property,339-345 Talbot St,1886c, ,Italianate,V,Downtown Heritage Conservation District,LSP3419124,389.3337624,80.4001569055958
10458,Designated Heritage Property,, , , ,V,Downtown Heritage Conservation District,LSP3419124,1122.08232508,140.305457856349
10459,Designated Heritage Property,, , , ,V,Downtown Heritage Conservation District,LSP3419124,169.76640604,54.8402620328888
10460,Designated Heritage Property,1 York St, , , ,V,Downtown Heritage Conservation District,LSP3419124,563.269898075,152.236714910852
10461,Designated Heritage Property,Easement, , , ,V,Downtown Heritage Conservation District,LSP3419124,77.81733056,95.5157037567042
10462,Designated Heritage Property,Easement, , , ,V,Downtown Heritage Conservation District,LSP3419124,240.324230975,92.6747395873318
10463,Designated Heritage Property,Easement, , , ,V,Downtown Heritage Conservation District,LSP3419124,112.16688216,73.6768178819021
10464,Designated Heritage Property,Easement, , , ,V,Downtown Heritage Conservation District,LSP3419124,152.66388472,69.9057850097359
10465,Designated Heritage Property,Easement, , , ,V,Downtown Heritage Conservation District,LSP3419124,64.9250064,48.7170327260159
10466,Designated Heritage Property,75 King St, , , ,V,Downtown Heritage Conservation District,LSP3419124,278.49176432,67.466292589222
10467,Designated Heritage Property,Easement,1870c,Bank Hotel,Georgian Revival,V,Downtown Heritage Conservation District,LSP3419124,100.28133571,72.9761919993951
10468,Designated Heritage Property,Easement, , , ,V,Downtown Heritage Conservation District,LSP3419124,301.1114578,191.164748634649
10469,Designated Heritage Property,19 York St, , , ,V,Downtown Heritage Conservation District,LSP3419124,2053.34933454,279.247068717412
10470,Designated Heritage Property,Easement, , , ,V,Downtown Heritage Conservation District,LSP3419124,242.89726144,91.8891748367605
10471,Designated Heritage Property,Easement, , , ,V,Downtown Heritage Conservation District,LSP3419124,218.59435424,90.667164670677
10472,Designated Heritage Property,Easement, , , ,V,Downtown Heritage Conservation District,LSP3419124,46.80037752,37.3687313427239
10473,Designated Heritage Property,18 Craig St,1875, ,Queen Anne,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,567.17506,100.330037792597
10474,Designated Heritage Property,91 Askin St,1880c,Wesley-knox United,Gothic Revival,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,1924.91237908,195.48434364355
10475,Designated Heritage Property,103 Byron Ave E,1891p, ,Ontario Cottage,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,908.67789554,135.976354967068
10476,Listed Heritage Property,40 Orchard St,1905c, ,Queen Anne Cottage, , , ,677.0726296,140.483497519871
10477,Designated Heritage Property,115 Askin St,1876c,St.james Angl Church,Gothic Revival,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,4553.4504461,308.583951388331
10478,Designated Heritage Property,79 Ridout St S,1910,Larlyn Prop. Mgt.,Queen Anne,IV And V,Wortley Village-Old South Heritage Conservation Distric,LSP311050,692.05072264,134.039577037298
10479,Designated Heritage Property,141 Wortley Rd,1883,533527 Ont. Ltd.,Italianate,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,1143.06494598,149.427185476371
10480,Designated Heritage Property,39 Carfrae St,1860c,Maurice Property,Ontario Cottage,IV, ,LSP297865,785.30891872,119.799138687212
10481,Designated Heritage Property,99 Byron Ave E,1880p, ,Italianate,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,453.95666176,117.614934494802
10482,Designated Heritage Property,87 Askin St,1890c, ,Queen Anne,IV And V,Wortley Village-Old South Heritage Conservation Distric,LSP3129310,558.19900808,98.8783769849311
10483,Designated Heritage Property,86 Askin St,1893c, ,Queen Anne Cottage,IV And V,Wortley Village-Old South Heritage Conservation Distric,LSP3353161,396.7987404,99.0394326322798
10484,Designated Heritage Property,164 Bruce St,1891p, ,Side-hall Plan (shp) Cottage,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,552.47792288,135.8799210979
10485,Designated Heritage Property,34 Askin St,1881c, ,Vernacular,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,334.17189706,79.2150498788971
10486,Designated Heritage Property,130 Wharncliffe Rd S,1922,Victoria Pub School, ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,8315.67858582,415.20312845079
10487,Designated Heritage Property,81 Askin St,1894c, ,Queen Anne,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,614.02374888,102.368543284201
10488,Designated Heritage Property,35 Askin St,1891p, ,Italianate,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,612.62185056,103.587001197167
10489,Designated Heritage Property,28 Byron Ave E,1899c, ,Ontario Cottage,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,641.49053712,107.003484498296
10490,Designated Heritage Property,92 Askin St,1885c,Askin Terrace,Italianate,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,194.79898488,76.123829452401
10491,Designated Heritage Property,135 Wortley Rd,1876c, ,Gothic Revival,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,1074.08461704,137.043082659735
10492,Listed Heritage Property,10 Carfrae Cres,1924, , , , , ,608.10407572,122.88491400484
10493,Designated Heritage Property,99 Askin St,1860p, ,Vernacular,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,891.1068049,134.054455940314
10494,Designated Heritage Property,41 Askin St,1904c, ,Vernacular,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,445.54891898,115.773709423231
10495,Designated Heritage Property,196 Bruce St,1880c,Scot-lyn Apts,Italianate,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,755.62747678,119.232739313813
10496,Designated Heritage Property,183 Bruce St,1883c, ,Eclectic,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,729.9508991,109.277296253327
10497,Designated Heritage Property,44-44/ Byron Ave E,1891p, , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,531.70234232,94.9115027618162
10498,Designated Heritage Property,156 Bruce St,1895c, ,Queen Anne,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,267.3647046,66.4212644556612
10499,Designated Heritage Property,160 Bruce St,1890,Fire Station No. 3,Italianate,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,1176.20613584,157.205753970331
10500,Designated Heritage Property,"126 Wharncliffe Rd S, 3 Byron Ave E",1883, ,Italianate,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,526.78325372,92.0121417209019
10501,Designated Heritage Property,95 Byron Ave E,1890, ,Italianate,IV And V,Wortley Village-Old South Heritage Conservation Distric,LSP3116106,651.6056088,107.851775547943
10502,Designated Heritage Property,113 Wortley Rd,1883c,Mcleod Richard F.,Italianate,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,653.09973832,115.937077287406
10503,Designated Heritage Property,53 Craig St,1891c, ,Side-hall Plan (shp) Cottage,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,430.19913808,108.615387350104
10504,Designated Heritage Property,43 Byron Ave E,1896c, , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,358.85120346,96.8010001518164
10505,Designated Heritage Property,180 Bruce St,1904c, ,Side-hall Plan (shp) Cottage,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,552.46277296,135.880158340485
10506,Designated Heritage Property,26-34 Craig St,1890p, ,Vernacular,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,1049.47637656,152.635373034714
10507,Designated Heritage Property,119 Wortley Rd,1883,Dunbar Property,Italianate,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,1046.8231415,163.317729537741
10508,Designated Heritage Property,33 Byron Ave E,1881c, ,Eclectic,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,623.76534928,104.806407886881
10509,Designated Heritage Property,51 Craig St,1891c, ,Side-hall Plan (shp) Cottage,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,495.80911664,111.162825746005
10510,Designated Heritage Property,101 Byron Ave E,1880p, ,Italianate,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,454.10988172,117.647533809842
10511,Designated Heritage Property,32 Craig St,1889c, ,Italianate,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,497.15049272,133.832312483007
10512,Designated Heritage Property,170 Bruce St,1891p, ,Side-hall Plan (shp) Cottage,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,588.12879712,137.098858494143
10513,Designated Heritage Property,50 Askin St,1891p, ,Ontario Cottage,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,887.01685056,133.471260458727
10514,Designated Heritage Property,168 Bruce St,1891p, ,Side-hall Plan (shp) Cottage,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,588.07586336,137.097080914063
10515,Listed Heritage Property,36 Orchard St,1905c, ,Queen Anne Cottage, , , ,655.6243436,138.873802924736
10516,Designated Heritage Property,40 Askin St,1890, ,Eclectic,V,Wortley Village-Old South Heritage Conservation Distric,LSP274036,529.09046128,134.053363485515
10517,Designated Heritage Property,176 Bruce St,1889c, ,Side-hall Plan (shp) Cottage,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,628.42582008,138.477254573572
10518,Designated Heritage Property,29 Byron Ave E,1891p, , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,753.10896906,133.105470328496
10519,Designated Heritage Property,22 Byron Ave E,1891p, ,Vernacular,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,671.11094784,110.264835204634
10520,Designated Heritage Property,172 Bruce St,1891p, ,Vernacular,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,588.08273536,137.097594009641
10521,Designated Heritage Property,94 Askin St,1885c,Askin Terrace,Italianate,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,389.58329432,88.3096383123895
10522,Designated Heritage Property,81 Byron Ave E,1895c, ,Eclectic,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,634.67423386,119.855216722673
10523,Designated Heritage Property,30 Craig St,1877, ,Italianate,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,801.61484048,144.361285265157
10524,Designated Heritage Property,16 Craig St,1905c, ,Queen Anne,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,407.65999816,86.8897563619594
10525,Designated Heritage Property,71 Byron Ave E,1899c, ,Queen Anne Cottage,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,603.29582094,123.383066594718
10526,Designated Heritage Property,69 Byron Ave E,1891p, ,Side-hall Plan (shp) Cottage,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,602.2688767,123.214415379921
10527,Designated Heritage Property,42 Askin St,1890c, ,Eclectic,V,Wortley Village-Old South Heritage Conservation Distric,LSP274036,461.84249704,116.174300283559
10528,Designated Heritage Property,25 Byron Ave E,1891p, ,Vernacular,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,588.0593905,120.880765676653
10529,Designated Heritage Property,88 Askin St,1885c,Askin Terrace,Italianate,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,389.58813912,88.3104331975632
10530,Designated Heritage Property,126 Wortley Rd,1890c,Maverick Investments,Late Victorian,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,395.64106928,103.054448762792
10531,Designated Heritage Property,39 Askin St,1891p, ,Side-hall Plan (shp) Cottage,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,294.01027776,82.7977738251791
10532,Designated Heritage Property,77 Byron Ave E,1899c, ,Queen Anne Cottage,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,594.35055718,124.186129150831
10533,Designated Heritage Property,117 Wortley Rd,1883c, ,Italianate,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,831.85512872,138.555098727921
10534,Designated Heritage Property,97 Byron Ave E,1881, ,Italianate,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,907.49224992,135.847547593019
10535,Designated Heritage Property,122-122/ Wharncliffe Rd S,1882,Vilos George V.,Italianate,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,451.223352845,93.3857157126355
10536,Designated Heritage Property,166 Bruce St,1899c, ,Side-hall Plan (shp) Cottage,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,623.75852368,138.317045206569
10537,Designated Heritage Property,90 Askin St,1885c,Askin Terrace,Italianate,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,194.79898488,76.1238294524011
10538,Designated Heritage Property,150 Wortley Rd,1898c,London Native Church,Gothic Revival,IV And V,Wortley Village-Old South Heritage Conservation Distric,LSP3245689,1635.053077485,181.769291612862
10539,Designated Heritage Property,45 Askin St,1894c, ,Side-hall Plan (shp) Cottage,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,491.31496332,117.651575426467
10540,Listed Heritage Property,"1-7B Ardaven Pl, 78 Ridout St S",1915, , , , , ,1402.222546,156.162071659387
10541,Designated Heritage Property,7-9 Byron Ave E,1890c, ,Italianate,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,620.77885224,99.6854853899513
10542,Designated Heritage Property,45-47 Craig St,1891c, ,Italianate,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,874.02388216,132.365125131365
10543,Designated Heritage Property,60-60B Byron Ave E, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,146.65248672,56.3006080955054
10544,Designated Heritage Property,58 Byron Ave E, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,171.05859376,59.0506841753918
10545,Designated Heritage Property,30 Byron Ave E, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,309.64772072,86.3698316630826
10546,Designated Heritage Property,38 Byron Ave E, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,263.23876096,78.7960315975792
10547,Designated Heritage Property,36 Byron Ave E, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,207.07929936,76.5328312405482
10548,Designated Heritage Property,34 Byron Ave E, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,400.7478704,90.0600592070529
10549,Designated Heritage Property,32 Byron Ave E, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,302.23674736,84.7389516339339
10550,Designated Heritage Property,40 Byron Ave E, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,266.52716384,78.1220090989614
10551,Designated Heritage Property,18 Byron Ave E, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,700.7251332,113.525797263543
10552,Designated Heritage Property,16 Byron Ave E, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,361.49005848,97.7848090467195
10553,Designated Heritage Property,14 Byron Ave E, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,368.8761976,99.4144823640416
10554,Designated Heritage Property,10 Byron Ave E, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,321.26385888,81.6738896439413
10555,Designated Heritage Property,12 Byron Ave E, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,308.59179872,78.3633715561513
10556,Designated Heritage Property,123 Wortley Rd, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,1205.2814248,164.903139370496
10557,Designated Heritage Property,125 Wortley Rd, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,245.0968308,67.3646591439406
10558,Designated Heritage Property,127 Wortley Rd, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,438.0173336,91.4114684605894
10559,Designated Heritage Property,112 Askin St, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,383.56328656,83.1918415335771
10560,Designated Heritage Property,108 Askin St, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,457.59747808,96.3445676528008
10561,Designated Heritage Property,114 Askin St, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,222.43057632,65.8223643425986
10562,Designated Heritage Property,116 Askin St, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,234.90733976,65.4019877132471
10563,Designated Heritage Property,102 Askin St, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,584.53141568,120.301044032625
10564,Designated Heritage Property,96 Askin St, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,876.76631752,132.486853746069
10565,Designated Heritage Property,106 Askin St, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,584.50860016,120.300248934108
10566,Designated Heritage Property,104 Askin St, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,584.51018688,120.300160534307
10567,Designated Heritage Property,14 Teresa St, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,278.46001328,88.3533961711035
10568,Designated Heritage Property,12 Teresa St, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,306.3256508,89.8779740737949
10569,Designated Heritage Property,10 Teresa St, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,255.28043144,64.4900075938968
10570,Designated Heritage Property,83 Byron Ave E, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,483.46053904,101.156404010999
10571,Designated Heritage Property,15 Teresa St, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,192.54075712,63.843876778225
10572,Designated Heritage Property,7 Teresa St, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,269.18537126,82.2610968526719
10573,Designated Heritage Property,75 Byron Ave E, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,756.86534064,129.836731063258
10574,Designated Heritage Property,73 Byron Ave E, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,608.48012918,123.720018343096
10575,Designated Heritage Property,67 Byron Ave E, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,530.28023524,120.176642023135
10576,Designated Heritage Property,57 Byron Ave E, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,418.67285666,115.034915563416
10577,Designated Heritage Property,65 Byron Ave E, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,525.35033608,119.860275113651
